age,education,education-num,race,income
46, Bachelors, 13, White, >50K
51, Doctorate, 16, White, >50K
45, Doctorate, 16, White, >50K
20, Some-college, 10, White, <=50K
44, Bachelors, 13, White, <=50K
33, Assoc-voc, 11, White, <=50K
18, HS-grad, 9, White, <=50K
61, Prof-school, 15, White, >50K
50, Bachelors, 13, White, <=50K
47, HS-grad, 9, Black, <=50K
34, Bachelors, 13, White, >50K
53, HS-grad, 9, Black, <=50K
39, Some-college, 10, White, <=50K
58, HS-grad, 9, White, >50K
66, HS-grad, 9, Black, <=50K
26, 11th, 7, White, <=50K
41, 5th-6th, 3, White, <=50K
47, Some-college, 10, White, <=50K
31, Assoc-voc, 11, Amer-Indian-Eskimo, <=50K
52, Some-college, 10, White, >50K
29, Assoc-acdm, 12, White, >50K
43, 9th, 5, Black, <=50K
42, Masters, 14, White, >50K
35, Some-college, 10, Black, <=50K
41, HS-grad, 9, White, <=50K
34, Bachelors, 13, White, >50K
52, Some-college, 10, White, <=50K
61, Some-college, 10, White, <=50K
39, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
46, Bachelors, 13, White, >50K
39, Some-college, 10, White, <=50K
22, Some-college, 10, White, <=50K
30, HS-grad, 9, White, <=50K
40, Assoc-voc, 11, White, <=50K
43, Bachelors, 13, White, <=50K
37, 5th-6th, 3, White, <=50K
23, Assoc-acdm, 12, White, <=50K
39, Assoc-acdm, 12, White, <=50K
54, Masters, 14, White, <=50K
46, Some-college, 10, White, <=50K
20, Some-college, 10, White, <=50K
50, Bachelors, 13, White, >50K
17, 10th, 6, White, <=50K
36, HS-grad, 9, White, <=50K
37, HS-grad, 9, White, <=50K
53, HS-grad, 9, White, <=50K
50, HS-grad, 9, White, >50K
38, HS-grad, 9, White, <=50K
63, HS-grad, 9, White, <=50K
53, HS-grad, 9, White, >50K
40, Bachelors, 13, White, <=50K
23, Some-college, 10, White, <=50K
20, HS-grad, 9, White, <=50K
46, Some-college, 10, Black, >50K
28, 10th, 6, Amer-Indian-Eskimo, <=50K
59, Masters, 14, White, <=50K
41, Bachelors, 13, White, >50K
33, Preschool, 1, White, <=50K
56, 12th, 8, White, <=50K
50, HS-grad, 9, White, >50K
31, Bachelors, 13, White, <=50K
41, Assoc-voc, 11, White, <=50K
38, Bachelors, 13, White, >50K
25, Assoc-acdm, 12, White, <=50K
18, HS-grad, 9, Other, <=50K
49, Bachelors, 13, Black, <=50K
39, Some-college, 10, White, <=50K
22, Some-college, 10, White, <=50K
21, Some-college, 10, White, <=50K
35, Bachelors, 13, White, <=50K
21, HS-grad, 9, White, <=50K
38, HS-grad, 9, White, >50K
55, 7th-8th, 4, White, <=50K
31, HS-grad, 9, White, <=50K
17, 11th, 7, White, <=50K
31, Bachelors, 13, White, >50K
25, Bachelors, 13, White, <=50K
39, Masters, 14, White, >50K
50, 7th-8th, 4, White, <=50K
38, Bachelors, 13, White, >50K
50, Some-college, 10, White, <=50K
63, 10th, 6, White, <=50K
31, HS-grad, 9, White, <=50K
23, Bachelors, 13, White, <=50K
18, Some-college, 10, White, <=50K
43, Bachelors, 13, White, <=50K
34, Some-college, 10, White, >50K
18, 11th, 7, White, <=50K
46, HS-grad, 9, Black, >50K
35, Bachelors, 13, White, >50K
46, Masters, 14, White, <=50K
59, Assoc-voc, 11, White, >50K
31, 7th-8th, 4, White, <=50K
27, HS-grad, 9, White, <=50K
41, Masters, 14, White, <=50K
42, HS-grad, 9, Black, <=50K
55, Bachelors, 13, White, >50K
34, HS-grad, 9, Black, <=50K
44, HS-grad, 9, White, <=50K
26, Bachelors, 13, White, <=50K
36, Assoc-voc, 11, White, >50K
69, 9th, 5, White, <=50K
33, Some-college, 10, White, <=50K
30, Assoc-voc, 11, White, <=50K
35, HS-grad, 9, White, >50K
25, Bachelors, 13, White, >50K
21, Some-college, 10, Black, <=50K
18, 11th, 7, Black, <=50K
35, Some-college, 10, White, >50K
20, HS-grad, 9, White, <=50K
26, Masters, 14, White, <=50K
46, Bachelors, 13, White, <=50K
31, Bachelors, 13, White, <=50K
40, Prof-school, 15, White, >50K
40, HS-grad, 9, White, <=50K
31, Bachelors, 13, White, <=50K
32, Doctorate, 16, White, <=50K
23, Some-college, 10, White, <=50K
25, Masters, 14, White, <=50K
37, Some-college, 10, White, <=50K
18, Some-college, 10, White, <=50K
55, HS-grad, 9, White, <=50K
52, 9th, 5, White, <=50K
26, HS-grad, 9, White, <=50K
37, Some-college, 10, White, >50K
39, HS-grad, 9, White, <=50K
62, Bachelors, 13, White, >50K
19, Some-college, 10, White, <=50K
47, HS-grad, 9, White, >50K
51, Bachelors, 13, White, >50K
55, HS-grad, 9, White, <=50K
30, HS-grad, 9, White, <=50K
59, Some-college, 10, White, <=50K
45, 10th, 6, White, <=50K
52, Some-college, 10, White, >50K
21, HS-grad, 9, White, <=50K
31, HS-grad, 9, White, <=50K
29, Some-college, 10, Black, <=50K
24, HS-grad, 9, White, <=50K
17, 10th, 6, White, <=50K
47, HS-grad, 9, Black, <=50K
46, Some-college, 10, White, >50K
32, HS-grad, 9, White, <=50K
34, 10th, 6, White, <=50K
63, 12th, 8, White, <=50K
21, Some-college, 10, White, <=50K
18, HS-grad, 9, Black, <=50K
49, Doctorate, 16, White, >50K
81, HS-grad, 9, White, <=50K
36, Assoc-acdm, 12, White, >50K
47, HS-grad, 9, White, >50K
36, Masters, 14, White, >50K
39, Assoc-voc, 11, White, <=50K
46, Bachelors, 13, White, <=50K
43, Some-college, 10, White, >50K
39, Bachelors, 13, White, <=50K
29, Some-college, 10, White, <=50K
23, HS-grad, 9, Black, <=50K
57, 10th, 6, White, <=50K
38, HS-grad, 9, Black, <=50K
25, Bachelors, 13, White, <=50K
39, Some-college, 10, White, <=50K
24, Some-college, 10, Black, <=50K
56, Masters, 14, White, >50K
39, 12th, 8, White, <=50K
23, Assoc-voc, 11, White, <=50K
17, 11th, 7, Other, <=50K
67, HS-grad, 9, White, <=50K
41, Bachelors, 13, Asian-Pac-Islander, <=50K
24, Bachelors, 13, White, <=50K
51, Bachelors, 13, Black, >50K
30, HS-grad, 9, White, <=50K
47, HS-grad, 9, White, >50K
56, HS-grad, 9, White, <=50K
51, HS-grad, 9, White, <=50K
57, Some-college, 10, White, <=50K
34, Some-college, 10, White, <=50K
24, Bachelors, 13, White, <=50K
57, HS-grad, 9, White, <=50K
38, HS-grad, 9, White, >50K
23, HS-grad, 9, White, <=50K
35, 7th-8th, 4, White, <=50K
58, HS-grad, 9, White, <=50K
19, HS-grad, 9, White, <=50K
19, 7th-8th, 4, White, <=50K
68, Doctorate, 16, White, >50K
43, Some-college, 10, White, >50K
17, 11th, 7, White, <=50K
53, Doctorate, 16, White, >50K
37, Doctorate, 16, Black, >50K
21, Bachelors, 13, Asian-Pac-Islander, <=50K
63, HS-grad, 9, White, >50K
31, Some-college, 10, White, <=50K
29, HS-grad, 9, White, <=50K
43, Some-college, 10, White, >50K
27, Prof-school, 15, White, >50K
25, HS-grad, 9, White, <=50K
28, HS-grad, 9, White, <=50K
54, HS-grad, 9, White, <=50K
74, Some-college, 10, White, <=50K
31, Some-college, 10, Amer-Indian-Eskimo, <=50K
23, Some-college, 10, White, <=50K
19, Bachelors, 13, White, <=50K
39, Preschool, 1, White, <=50K
61, HS-grad, 9, White, <=50K
59, HS-grad, 9, White, >50K
27, Assoc-voc, 11, White, >50K
19, Some-college, 10, Black, <=50K
23, HS-grad, 9, White, <=50K
25, HS-grad, 9, Amer-Indian-Eskimo, <=50K
40, Some-college, 10, White, >50K
53, 11th, 7, White, <=50K
32, Bachelors, 13, White, <=50K
72, Doctorate, 16, White, >50K
61, 7th-8th, 4, White, <=50K
42, HS-grad, 9, White, <=50K
17, 10th, 6, Amer-Indian-Eskimo, <=50K
73, HS-grad, 9, White, <=50K
41, Some-college, 10, White, <=50K
23, Some-college, 10, Black, <=50K
23, HS-grad, 9, White, <=50K
65, Assoc-voc, 11, White, <=50K
45, HS-grad, 9, White, <=50K
52, Bachelors, 13, Black, >50K
24, Bachelors, 13, Black, <=50K
23, Assoc-voc, 11, White, <=50K
30, Some-college, 10, White, <=50K
26, Bachelors, 13, White, <=50K
37, HS-grad, 9, White, <=50K
17, HS-grad, 9, White, <=50K
31, HS-grad, 9, White, <=50K
52, HS-grad, 9, White, <=50K
63, Bachelors, 13, White, <=50K
27, HS-grad, 9, White, <=50K
31, 9th, 5, White, <=50K
71, HS-grad, 9, White, <=50K
35, Bachelors, 13, White, <=50K
44, HS-grad, 9, White, <=50K
36, Masters, 14, Asian-Pac-Islander, <=50K
22, Bachelors, 13, White, <=50K
32, HS-grad, 9, White, <=50K
30, Bachelors, 13, White, <=50K
60, HS-grad, 9, White, <=50K
25, Some-college, 10, White, <=50K
76, 7th-8th, 4, White, <=50K
41, HS-grad, 9, White, <=50K
26, 7th-8th, 4, Other, <=50K
45, 12th, 8, Asian-Pac-Islander, <=50K
32, Some-college, 10, White, <=50K
22, HS-grad, 9, White, <=50K
39, Bachelors, 13, White, >50K
63, Bachelors, 13, White, <=50K
23, Assoc-acdm, 12, White, <=50K
61, 10th, 6, White, <=50K
31, Assoc-voc, 11, White, <=50K
25, 9th, 5, White, <=50K
33, HS-grad, 9, White, <=50K
39, HS-grad, 9, White, <=50K
53, Bachelors, 13, Asian-Pac-Islander, <=50K
26, Bachelors, 13, White, <=50K
21, Some-college, 10, White, <=50K
18, HS-grad, 9, Black, <=50K
34, Bachelors, 13, White, >50K
44, Masters, 14, Black, >50K
31, HS-grad, 9, White, <=50K
44, HS-grad, 9, White, >50K
42, Prof-school, 15, White, >50K
43, HS-grad, 9, White, <=50K
33, Bachelors, 13, Asian-Pac-Islander, >50K
21, Some-college, 10, Black, <=50K
30, HS-grad, 9, White, >50K
55, HS-grad, 9, White, <=50K
57, Some-college, 10, White, <=50K
37, HS-grad, 9, White, <=50K
32, HS-grad, 9, White, >50K
62, Bachelors, 13, White, >50K
31, Bachelors, 13, Black, >50K
51, Bachelors, 13, White, >50K
37, Masters, 14, White, <=50K
45, 5th-6th, 3, White, <=50K
47, Some-college, 10, White, <=50K
31, HS-grad, 9, White, <=50K
75, 11th, 7, White, <=50K
43, Masters, 14, Other, <=50K
39, Assoc-acdm, 12, White, >50K
30, Bachelors, 13, White, >50K
27, 5th-6th, 3, White, <=50K
44, HS-grad, 9, Amer-Indian-Eskimo, <=50K
53, Masters, 14, White, >50K
40, Bachelors, 13, White, <=50K
18, 11th, 7, White, <=50K
33, Bachelors, 13, Black, <=50K
20, HS-grad, 9, White, <=50K
38, Some-college, 10, Black, <=50K
48, HS-grad, 9, White, <=50K
46, HS-grad, 9, White, <=50K
51, HS-grad, 9, White, <=50K
35, HS-grad, 9, White, <=50K
24, 7th-8th, 4, White, <=50K
30, Some-college, 10, White, <=50K
70, HS-grad, 9, White, <=50K
26, HS-grad, 9, White, <=50K
34, HS-grad, 9, White, <=50K
46, HS-grad, 9, White, >50K
70, HS-grad, 9, White, <=50K
37, Some-college, 10, White, <=50K
36, Some-college, 10, White, <=50K
23, 9th, 5, White, <=50K
28, HS-grad, 9, White, <=50K
44, Some-college, 10, White, >50K
58, HS-grad, 9, White, <=50K
53, Some-college, 10, White, >50K
23, Some-college, 10, White, <=50K
26, HS-grad, 9, Black, <=50K
21, Some-college, 10, White, <=50K
34, Masters, 14, White, <=50K
43, 11th, 7, White, <=50K
22, Some-college, 10, Black, <=50K
41, Some-college, 10, Amer-Indian-Eskimo, >50K
36, HS-grad, 9, Asian-Pac-Islander, <=50K
41, Bachelors, 13, White, <=50K
27, HS-grad, 9, White, <=50K
42, Some-college, 10, White, <=50K
27, Assoc-voc, 11, White, <=50K
41, HS-grad, 9, White, <=50K
32, Bachelors, 13, Asian-Pac-Islander, >50K
21, Some-college, 10, Asian-Pac-Islander, <=50K
44, Bachelors, 13, Black, >50K
29, Bachelors, 13, White, <=50K
19, Some-college, 10, White, <=50K
21, Some-college, 10, White, <=50K
46, HS-grad, 9, White, <=50K
38, Bachelors, 13, White, >50K
43, Some-college, 10, White, >50K
54, HS-grad, 9, White, >50K
38, Masters, 14, White, >50K
18, Some-college, 10, White, <=50K
50, HS-grad, 9, White, >50K
30, Assoc-voc, 11, White, >50K
30, 9th, 5, White, <=50K
28, HS-grad, 9, Amer-Indian-Eskimo, <=50K
26, Assoc-voc, 11, White, <=50K
37, Some-college, 10, White, <=50K
32, HS-grad, 9, White, >50K
64, Masters, 14, White, >50K
18, HS-grad, 9, White, <=50K
30, Some-college, 10, White, <=50K
36, Assoc-voc, 11, White, <=50K
18, 11th, 7, Black, <=50K
27, HS-grad, 9, White, <=50K
49, 9th, 5, White, <=50K
46, HS-grad, 9, White, >50K
37, HS-grad, 9, White, <=50K
30, Some-college, 10, White, <=50K
29, HS-grad, 9, Other, <=50K
22, HS-grad, 9, White, <=50K
25, HS-grad, 9, White, <=50K
38, HS-grad, 9, Black, <=50K
32, Bachelors, 13, White, <=50K
35, Some-college, 10, White, <=50K
56, Masters, 14, White, >50K
29, Some-college, 10, White, <=50K
41, HS-grad, 9, White, <=50K
47, HS-grad, 9, White, <=50K
23, Bachelors, 13, Asian-Pac-Islander, <=50K
46, Bachelors, 13, White, >50K
28, HS-grad, 9, Black, <=50K
39, Bachelors, 13, White, <=50K
42, Some-college, 10, White, <=50K
39, HS-grad, 9, White, >50K
68, 7th-8th, 4, White, <=50K
37, Bachelors, 13, White, >50K
57, Prof-school, 15, White, <=50K
22, Some-college, 10, Black, <=50K
24, Assoc-voc, 11, White, >50K
19, Some-college, 10, White, <=50K
55, Assoc-acdm, 12, Black, <=50K
37, HS-grad, 9, White, <=50K
37, Some-college, 10, Black, <=50K
28, Bachelors, 13, White, <=50K
27, HS-grad, 9, White, <=50K
40, Bachelors, 13, White, <=50K
51, HS-grad, 9, White, <=50K
52, Assoc-voc, 11, White, <=50K
74, Some-college, 10, White, <=50K
49, Some-college, 10, White, >50K
20, Some-college, 10, White, <=50K
40, Some-college, 10, White, <=50K
80, Some-college, 10, White, <=50K
63, Some-college, 10, White, <=50K
63, HS-grad, 9, White, >50K
51, Some-college, 10, White, <=50K
23, HS-grad, 9, White, <=50K
66, HS-grad, 9, White, <=50K
33, HS-grad, 9, White, <=50K
49, HS-grad, 9, White, <=50K
20, Some-college, 10, White, <=50K
33, Assoc-acdm, 12, White, >50K
26, Some-college, 10, White, <=50K
52, HS-grad, 9, White, >50K
33, Bachelors, 13, White, >50K
47, Bachelors, 13, White, <=50K
23, HS-grad, 9, Black, <=50K
53, Assoc-acdm, 12, White, <=50K
19, Some-college, 10, White, <=50K
26, Some-college, 10, White, <=50K
53, 7th-8th, 4, White, >50K
65, HS-grad, 9, White, <=50K
68, Bachelors, 13, White, <=50K
30, 10th, 6, White, <=50K
28, 11th, 7, White, <=50K
54, 10th, 6, White, <=50K
30, HS-grad, 9, White, <=50K
22, Some-college, 10, White, <=50K
25, HS-grad, 9, White, <=50K
19, 11th, 7, White, <=50K
19, Some-college, 10, White, <=50K
32, Prof-school, 15, White, >50K
23, Bachelors, 13, White, <=50K
51, Bachelors, 13, White, <=50K
25, Some-college, 10, White, >50K
46, Bachelors, 13, Black, <=50K
38, Some-college, 10, White, <=50K
26, HS-grad, 9, Asian-Pac-Islander, >50K
46, HS-grad, 9, White, <=50K
25, Bachelors, 13, White, <=50K
20, Some-college, 10, White, <=50K
29, Masters, 14, White, <=50K
51, Masters, 14, White, >50K
40, Some-college, 10, White, <=50K
24, Some-college, 10, White, <=50K
24, Bachelors, 13, White, <=50K
31, Assoc-voc, 11, Amer-Indian-Eskimo, <=50K
54, HS-grad, 9, White, <=50K
34, Assoc-acdm, 12, White, <=50K
19, Some-college, 10, White, <=50K
21, HS-grad, 9, Black, <=50K
21, 10th, 6, White, <=50K
23, Some-college, 10, White, <=50K
37, Some-college, 10, White, <=50K
40, Masters, 14, White, >50K
57, HS-grad, 9, White, <=50K
48, Bachelors, 13, White, >50K
24, 11th, 7, Asian-Pac-Islander, <=50K
43, Some-college, 10, White, <=50K
32, Bachelors, 13, White, <=50K
40, HS-grad, 9, White, <=50K
52, Prof-school, 15, White, >50K
49, HS-grad, 9, White, <=50K
45, Some-college, 10, Amer-Indian-Eskimo, <=50K
62, HS-grad, 9, White, <=50K
29, Assoc-voc, 11, White, <=50K
49, HS-grad, 9, White, <=50K
55, Some-college, 10, Black, <=50K
20, Some-college, 10, Amer-Indian-Eskimo, <=50K
37, Bachelors, 13, White, <=50K
43, Bachelors, 13, White, >50K
29, Some-college, 10, White, <=50K
44, HS-grad, 9, White, >50K
28, Some-college, 10, White, >50K
38, Some-college, 10, White, <=50K
45, Assoc-voc, 11, White, >50K
22, Some-college, 10, White, <=50K
19, Some-college, 10, White, <=50K
20, 12th, 8, White, <=50K
60, HS-grad, 9, White, <=50K
30, HS-grad, 9, White, <=50K
22, Some-college, 10, Asian-Pac-Islander, <=50K
51, Some-college, 10, White, <=50K
31, Bachelors, 13, Black, <=50K
48, HS-grad, 9, White, <=50K
43, Bachelors, 13, White, >50K
51, HS-grad, 9, Black, <=50K
41, Assoc-voc, 11, White, >50K
62, Assoc-voc, 11, White, <=50K
50, HS-grad, 9, Black, >50K
46, HS-grad, 9, White, >50K
54, Some-college, 10, White, >50K
68, HS-grad, 9, White, >50K
23, Assoc-acdm, 12, White, <=50K
49, Masters, 14, White, <=50K
24, 10th, 6, White, <=50K
30, HS-grad, 9, Black, <=50K
38, HS-grad, 9, White, <=50K
34, HS-grad, 9, White, <=50K
22, Some-college, 10, White, <=50K
30, 7th-8th, 4, White, <=50K
61, 7th-8th, 4, White, <=50K
36, HS-grad, 9, White, <=50K
51, Assoc-voc, 11, White, <=50K
43, 5th-6th, 3, Asian-Pac-Islander, >50K
54, Some-college, 10, White, >50K
63, HS-grad, 9, White, <=50K
51, Some-college, 10, White, >50K
63, 10th, 6, White, <=50K
51, Masters, 14, White, >50K
27, HS-grad, 9, White, <=50K
35, Assoc-acdm, 12, White, >50K
31, Bachelors, 13, White, >50K
46, HS-grad, 9, White, <=50K
53, Assoc-voc, 11, Black, >50K
26, Some-college, 10, White, <=50K
43, HS-grad, 9, White, <=50K
39, HS-grad, 9, White, >50K
50, HS-grad, 9, White, <=50K
54, HS-grad, 9, White, >50K
62, Some-college, 10, White, >50K
57, Some-college, 10, White, <=50K
19, Some-college, 10, Black, <=50K
29, HS-grad, 9, White, <=50K
20, HS-grad, 9, Black, <=50K
53, Bachelors, 13, White, >50K
18, Some-college, 10, White, <=50K
22, Some-college, 10, White, <=50K
23, HS-grad, 9, White, <=50K
69, 11th, 7, White, <=50K
56, 7th-8th, 4, White, <=50K
53, Bachelors, 13, Black, <=50K
28, HS-grad, 9, White, <=50K
28, Bachelors, 13, Black, <=50K
33, HS-grad, 9, Asian-Pac-Islander, >50K
48, HS-grad, 9, White, <=50K
61, HS-grad, 9, White, >50K
49, Bachelors, 13, White, <=50K
48, Some-college, 10, White, <=50K
32, 7th-8th, 4, White, <=50K
51, HS-grad, 9, White, >50K
27, Bachelors, 13, White, <=50K
19, Some-college, 10, White, <=50K
47, HS-grad, 9, White, <=50K
25, Bachelors, 13, White, <=50K
72, Some-college, 10, Black, <=50K
29, 11th, 7, White, <=50K
22, HS-grad, 9, White, <=50K
57, HS-grad, 9, Black, <=50K
50, Assoc-acdm, 12, White, <=50K
45, Some-college, 10, White, <=50K
52, Some-college, 10, White, >50K
53, Masters, 14, White, >50K
36, HS-grad, 9, White, <=50K
46, HS-grad, 9, White, >50K
20, HS-grad, 9, White, <=50K
75, 5th-6th, 3, Black, <=50K
32, HS-grad, 9, White, >50K
28, HS-grad, 9, White, <=50K
53, Masters, 14, White, <=50K
17, 11th, 7, White, <=50K
46, Assoc-voc, 11, White, <=50K
39, Assoc-acdm, 12, White, <=50K
38, Some-college, 10, White, <=50K
36, HS-grad, 9, White, <=50K
63, Bachelors, 13, Black, <=50K
28, 1st-4th, 2, White, <=50K
28, Bachelors, 13, White, <=50K
49, HS-grad, 9, White, <=50K
43, Some-college, 10, White, <=50K
38, Bachelors, 13, White, >50K
39, HS-grad, 9, White, <=50K
42, HS-grad, 9, Black, <=50K
40, HS-grad, 9, White, <=50K
45, HS-grad, 9, White, <=50K
29, HS-grad, 9, White, <=50K
24, Bachelors, 13, White, <=50K
30, Some-college, 10, White, >50K
44, Some-college, 10, Black, <=50K
40, HS-grad, 9, White, <=50K
30, HS-grad, 9, White, <=50K
42, Masters, 14, White, <=50K
52, Assoc-voc, 11, White, <=50K
42, Some-college, 10, Black, >50K
39, Some-college, 10, White, >50K
43, Some-college, 10, White, <=50K
62, HS-grad, 9, White, <=50K
30, Assoc-voc, 11, White, <=50K
83, HS-grad, 9, White, <=50K
39, Bachelors, 13, White, >50K
41, HS-grad, 9, White, <=50K
49, Masters, 14, White, >50K
25, 11th, 7, White, <=50K
48, 11th, 7, White, <=50K
59, Assoc-acdm, 12, White, <=50K
44, Bachelors, 13, White, <=50K
36, 9th, 5, White, <=50K
40, HS-grad, 9, White, <=50K
21, HS-grad, 9, Black, <=50K
41, Some-college, 10, White, <=50K
24, Bachelors, 13, White, <=50K
67, HS-grad, 9, White, <=50K
24, Bachelors, 13, White, <=50K
50, Bachelors, 13, White, <=50K
48, Masters, 14, White, <=50K
55, Assoc-acdm, 12, Black, >50K
29, HS-grad, 9, White, <=50K
50, Bachelors, 13, White, <=50K
64, 10th, 6, White, >50K
49, 9th, 5, Black, <=50K
20, HS-grad, 9, Black, <=50K
30, HS-grad, 9, White, <=50K
37, Bachelors, 13, Asian-Pac-Islander, <=50K
52, HS-grad, 9, White, >50K
22, Some-college, 10, White, <=50K
77, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
52, HS-grad, 9, White, >50K
42, Bachelors, 13, Asian-Pac-Islander, <=50K
35, HS-grad, 9, White, <=50K
27, Some-college, 10, White, <=50K
54, HS-grad, 9, Black, <=50K
37, HS-grad, 9, White, <=50K
37, 10th, 6, White, <=50K
28, 7th-8th, 4, White, <=50K
63, Bachelors, 13, White, <=50K
19, HS-grad, 9, White, <=50K
28, Bachelors, 13, White, <=50K
23, Some-college, 10, White, <=50K
44, Prof-school, 15, White, >50K
31, Some-college, 10, White, >50K
35, Bachelors, 13, Asian-Pac-Islander, >50K
64, HS-grad, 9, White, <=50K
40, HS-grad, 9, White, >50K
59, Assoc-acdm, 12, White, <=50K
22, Some-college, 10, White, <=50K
40, Some-college, 10, White, <=50K
35, 7th-8th, 4, White, <=50K
20, Some-college, 10, White, <=50K
35, HS-grad, 9, White, <=50K
28, Some-college, 10, White, <=50K
28, HS-grad, 9, White, <=50K
37, Some-college, 10, White, <=50K
72, Doctorate, 16, White, >50K
25, Assoc-acdm, 12, White, <=50K
37, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
31, Assoc-voc, 11, White, <=50K
41, HS-grad, 9, White, <=50K
31, 10th, 6, White, >50K
44, HS-grad, 9, White, <=50K
20, Some-college, 10, Black, <=50K
57, Some-college, 10, White, <=50K
26, HS-grad, 9, White, <=50K
44, HS-grad, 9, White, <=50K
29, HS-grad, 9, White, <=50K
36, HS-grad, 9, White, >50K
40, Assoc-voc, 11, White, >50K
21, Assoc-acdm, 12, Black, <=50K
21, Some-college, 10, White, <=50K
34, Prof-school, 15, White, >50K
24, Bachelors, 13, White, <=50K
28, 10th, 6, White, <=50K
35, HS-grad, 9, White, <=50K
35, HS-grad, 9, White, <=50K
38, Bachelors, 13, White, <=50K
44, HS-grad, 9, Black, <=50K
39, Bachelors, 13, White, >50K
57, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
29, Assoc-voc, 11, White, <=50K
23, HS-grad, 9, Black, <=50K
50, HS-grad, 9, White, <=50K
51, Some-college, 10, White, <=50K
28, Assoc-voc, 11, Amer-Indian-Eskimo, <=50K
44, Bachelors, 13, White, <=50K
29, Bachelors, 13, Black, <=50K
31, HS-grad, 9, White, <=50K
27, Bachelors, 13, White, >50K
34, Bachelors, 13, White, <=50K
50, Prof-school, 15, Asian-Pac-Islander, >50K
27, Some-college, 10, White, >50K
31, Assoc-voc, 11, Black, <=50K
46, Assoc-acdm, 12, White, >50K
39, Some-college, 10, Asian-Pac-Islander, <=50K
40, Bachelors, 13, White, >50K
28, 11th, 7, White, <=50K
18, HS-grad, 9, White, <=50K
51, HS-grad, 9, White, <=50K
58, HS-grad, 9, White, <=50K
66, HS-grad, 9, White, <=50K
36, HS-grad, 9, Asian-Pac-Islander, <=50K
38, 11th, 7, White, <=50K
25, Assoc-acdm, 12, White, <=50K
25, HS-grad, 9, White, <=50K
90, 11th, 7, White, <=50K
41, Some-college, 10, White, <=50K
34, HS-grad, 9, Black, <=50K
33, Bachelors, 13, White, <=50K
33, HS-grad, 9, White, <=50K
35, Bachelors, 13, White, >50K
39, HS-grad, 9, Black, <=50K
59, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
39, HS-grad, 9, White, <=50K
19, Some-college, 10, White, <=50K
27, HS-grad, 9, White, <=50K
52, 7th-8th, 4, White, <=50K
59, HS-grad, 9, White, <=50K
28, Some-college, 10, White, <=50K
37, HS-grad, 9, White, <=50K
50, 10th, 6, White, <=50K
36, Bachelors, 13, White, >50K
34, Bachelors, 13, White, >50K
23, Some-college, 10, White, <=50K
19, 11th, 7, White, <=50K
33, HS-grad, 9, White, <=50K
27, Masters, 14, White, <=50K
31, Masters, 14, White, <=50K
21, 10th, 6, White, <=50K
31, HS-grad, 9, White, <=50K
59, HS-grad, 9, White, >50K
40, Masters, 14, White, >50K
19, 11th, 7, White, <=50K
47, HS-grad, 9, White, <=50K
34, Bachelors, 13, White, <=50K
57, HS-grad, 9, White, <=50K
51, 9th, 5, Black, <=50K
21, Some-college, 10, White, <=50K
30, Some-college, 10, White, <=50K
46, Some-college, 10, White, <=50K
40, Bachelors, 13, White, <=50K
52, Preschool, 1, White, <=50K
23, Bachelors, 13, Asian-Pac-Islander, <=50K
90, Bachelors, 13, White, <=50K
25, HS-grad, 9, White, <=50K
43, Some-college, 10, White, <=50K
38, Some-college, 10, Amer-Indian-Eskimo, >50K
22, Assoc-voc, 11, White, <=50K
33, Bachelors, 13, White, <=50K
34, Some-college, 10, White, >50K
65, Assoc-voc, 11, White, <=50K
50, HS-grad, 9, White, <=50K
29, Bachelors, 13, White, <=50K
25, HS-grad, 9, White, <=50K
54, Some-college, 10, White, <=50K
49, HS-grad, 9, White, >50K
44, Some-college, 10, White, <=50K
24, 9th, 5, White, <=50K
25, Bachelors, 13, White, <=50K
65, HS-grad, 9, White, <=50K
56, HS-grad, 9, Black, <=50K
39, Prof-school, 15, White, >50K
23, Bachelors, 13, White, <=50K
20, Some-college, 10, White, <=50K
24, 5th-6th, 3, White, <=50K
41, Some-college, 10, White, >50K
40, Some-college, 10, White, <=50K
55, HS-grad, 9, White, >50K
38, HS-grad, 9, White, <=50K
23, HS-grad, 9, Black, <=50K
44, Bachelors, 13, White, <=50K
45, Some-college, 10, White, >50K
20, Some-college, 10, White, <=50K
29, HS-grad, 9, White, <=50K
43, HS-grad, 9, White, <=50K
30, 12th, 8, White, <=50K
28, Some-college, 10, White, <=50K
31, HS-grad, 9, White, >50K
52, HS-grad, 9, White, <=50K
36, Bachelors, 13, White, >50K
38, HS-grad, 9, White, <=50K
66, Some-college, 10, White, <=50K
63, Assoc-voc, 11, White, <=50K
21, Some-college, 10, White, <=50K
33, HS-grad, 9, White, <=50K
46, Some-college, 10, White, <=50K
20, Some-college, 10, White, <=50K
47, Bachelors, 13, White, <=50K
33, Doctorate, 16, White, >50K
66, 7th-8th, 4, Black, <=50K
20, Some-college, 10, White, <=50K
28, HS-grad, 9, White, <=50K
46, HS-grad, 9, White, <=50K
25, Some-college, 10, Black, <=50K
